Race_Ethc_Visa,Gender,HSGPA,SAT_Total,Entry_Term,Term.GPA,Persistence.NextYear,N.RegisteredCourse,N.Ws,N.DFs,N.As,N.PassedCourse,N.CourseTaken,Perc.PassedEnrolledCourse,Perc.Pass,Perc.Withd,N.GraduateCourse,FullTimeStudent
Multi,Male,82,1481,2131,1.28,1,1,1,0,0,0,0,0,NA,1,0,0
White,Male,65,1012,2141,3.5,1,4,1,0,1,3,3,0.75,1,0.25,0,1
Multi,Male,74,1385,2141,1.99,1,3,0,0,1,3,3,1,1,0,0,1
Hispanic,Male,74,1073,2141,1.78,1,5,2,0,3,3,3,0.6,1,0.4,0,1
White,Female,74,940,2141,1.38,1,3,0,0,2,3,3,1,1,0,0,1
Asian,Male,95,1546,2141,1.99,1,2,1,0,1,1,1,0.5,1,0.5,1,0
Afram,Male,96,1087,2141,3.7,1,6,1,0,4,5,5,0.833333333,1,0.166666667,0,1
Hispanic,Female,64,922,2141,2.17,1,5,1,0,3,4,4,0.8,1,0.2,3,1
Multi,Male,70,1587,2141,3.01,1,2,0,0,2,2,2,1,1,0,1,0
Multi,Male,81,1474,2141,0.98,1,5,2,0,2,3,3,0.6,1,0.4,1,1
White,Female,81,1224,2141,0.52,0,4,0,0,3,4,4,1,1,0,1,1
Asian,Female,74,1251,2131,1.34,1,3,0,0,2,3,3,1,1,0,1,1
Hispanic,Male,75,1028,2141,3.5,1,6,1,0,4,5,5,0.833333333,1,0.166666667,2,1
Multi,Male,91,974,2141,3.17,1,5,0,0,3,5,5,1,1,0,1,1
Afram,Male,74,1529,2141,3.57,1,2,0,0,2,2,2,1,1,0,0,0
Hispanic,Female,72,1393,2141,2.21,1,7,1,0,5,6,6,0.857142857,1,0.142857143,3,1
Asian,Female,82,1487,2141,1.11,1,2,0,0,2,2,2,1,1,0,1,0
Hispanic,Female,64,1070,2141,1.68,1,6,3,0,2,3,3,0.5,1,0.5,2,1
Multi,Male,91,909,2141,2.02,1,4,1,0,2,3,3,0.75,1,0.25,1,1
Asian,Male,96,1012,2141,2.33,1,1,1,0,0,0,0,0,NA,1,0,0
Afram,Male,61,936,2141,0.98,1,4,1,0,1,3,3,0.75,1,0.25,3,1
Hispanic,Male,77,935,2141,3.56,1,4,1,0,1,3,3,0.75,1,0.25,1,1
Multi,Female,85,1206,2131,2.93,1,1,0,0,1,1,1,1,1,0,0,0
Multi,Female,73,1493,2141,3.66,1,2,0,0,1,2,2,1,1,0,1,0
Multi,Female,67,1089,2141,1.56,1,3,0,0,2,3,3,1,1,0,0,1
Multi,Female,64,960,2141,0.97,1,2,0,0,1,2,2,1,1,0,0,0
White,Male,74,1393,2141,2.05,1,1,0,0,1,1,1,1,1,0,1,0
Multi,Female,56,1428,2141,2.13,1,5,1,0,3,4,4,0.8,1,0.2,2,1
Hispanic,Female,96,1132,2141,1,1,4,1,0,0,3,3,0.75,1,0.25,1,1
Asian,Female,72,1532,2141,0.84,0,4,2,0,2,2,2,0.5,1,0.5,1,0
Asian,Female,71,1299,2141,2.28,1,1,0,0,1,1,1,1,1,0,0,0
Multi,Male,85,1180,2141,2.86,1,1,0,0,1,1,1,1,1,0,0,0
Afram,Female,82,1464,2141,2.58,1,1,0,0,0,1,1,1,1,0,0,0
Afram,Male,94,1376,2131,1.2,1,3,1,0,1,2,2,0.666666667,1,0.333333333,0,0
Hispanic,Female,84,1140,2141,0.83,0,3,1,0,2,2,2,0.666666667,1,0.333333333,0,0
Hispanic,Male,59,1245,2141,1.63,1,1,0,0,0,1,1,1,1,0,1,0
White,Female,71,1562,2141,1.59,1,3,0,0,3,3,3,1,1,0,2,1
Hispanic,Male,91,953,2141,3.19,1,5,1,0,3,4,4,0.8,1,0.2,0,1
Afram,Female,85,1080,2141,0.79,1,3,1,0,1,2,2,0.666666667,1,0.333333333,1,0
Multi,Male,90,1348,2141,3.81,1,6,0,0,4,6,6,1,1,0,2,1
White,Male,54,1149,2141,0.8,0,4,2,0,2,2,2,0.5,1,0.5,2,0
White,Male,86,1117,2141,3.96,1,7,0,0,2,7,7,1,1,0,1,1
Asian,Female,98,1593,2141,1.8,1,3,0,0,3,3,3,1,1,0,0,1
White,Male,59,1302,2141,2.51,1,3,0,0,2,3,3,1,1,0,0,1
Afram,Female,79,1203,2131,2.62,1,2,1,0,0,1,1,0.5,1,0.5,0,0
Afram,Female,98,1574,2141,0.99,1,2,2,0,0,0,0,0,NA,1,0,0
Hispanic,Male,69,1578,2141,2.36,1,2,0,0,2,2,2,1,1,0,0,0
White,Female,83,932,2141,1.47,1,6,2,0,4,4,4,0.666666667,1,0.333333333,0,1
Hispanic,Male,55,1532,2141,0.98,1,3,0,0,1,3,3,1,1,0,0,1
White,Male,86,1213,2141,1.49,1,4,1,0,3,3,3,0.75,1,0.25,1,1
White,Male,67,943,2141,3.08,1,7,0,0,4,7,7,1,1,0,0,1
Asian,Female,57,1011,2141,1.79,1,3,0,0,3,3,3,1,1,0,0,1
Asian,Female,76,1544,2141,3.92,1,3,1,0,2,2,2,0.666666667,1,0.333333333,1,0
Asian,Male,88,974,2141,2.04,1,3,0,0,3,3,3,1,1,0,0,1
Asian,Female,99,1462,2141,2.72,1,3,0,0,1,3,3,1,1,0,0,1
Afram,Male,85,1297,2131,3.77,1,4,2,0,1,2,2,0.5,1,0.5,0,0
White,Male,73,1274,2141,1.55,1,2,1,0,1,1,1,0.5,1,0.5,0,0
White,Female,56,1575,2141,3.04,1,3,1,0,2,2,2,0.666666667,1,0.333333333,0,0
White,Female,71,1273,2141,3.89,1,2,0,0,1,2,2,1,1,0,0,0
Afram,Male,73,1049,2141,2.03,1,1,0,0,0,1,1,1,1,0,1,0
Asian,Female,59,1490,2141,3.85,1,3,1,0,1,2,2,0.666666667,1,0.333333333,0,0
Asian,Male,99,1300,2141,3.81,1,4,0,0,2,4,4,1,1,0,1,1
Multi,Female,85,1437,2141,1.52,1,4,1,0,1,3,3,0.75,1,0.25,1,1
Asian,Female,96,1229,2141,1.81,1,3,1,0,1,2,2,0.666666667,1,0.333333333,1,0
Hispanic,Female,65,1305,2141,2.02,1,1,1,0,0,0,0,0,NA,1,0,0
Hispanic,Male,71,943,2141,0.94,1,4,1,0,1,3,3,0.75,1,0.25,1,1
White,Female,78,1456,2131,0.64,0,5,2,0,2,3,3,0.6,1,0.4,0,1
Asian,Male,87,1375,2131,0.59,1,7,3,0,1,4,4,0.571428571,1,0.428571429,1,1
Multi,Male,67,1194,2141,1.86,1,7,1,0,5,6,6,0.857142857,1,0.142857143,2,1
White,Female,65,1363,2141,2.41,1,5,0,0,3,5,5,1,1,0,1,1
Hispanic,Male,63,1280,2141,2.7,1,1,0,0,1,1,1,1,1,0,0,0
Afram,Male,86,1499,2141,2.63,1,4,1,0,1,3,3,0.75,1,0.25,0,1
Afram,Male,92,952,2141,2.16,1,3,1,0,2,2,2,0.666666667,1,0.333333333,0,0
Afram,Male,99,1547,2141,1.47,1,3,0,0,1,3,3,1,1,0,2,1
White,Female,74,1331,2141,0.56,1,4,0,0,4,4,4,1,1,0,0,1
Asian,Female,74,1004,2141,3.71,1,3,1,0,1,2,2,0.666666667,1,0.333333333,2,0
Multi,Female,73,1176,2141,1.87,1,1,1,0,0,0,0,0,NA,1,0,0
White,Male,71,1275,2141,3.21,1,7,1,0,4,6,6,0.857142857,1,0.142857143,2,1
White,Female,89,1009,2131,3.04,1,3,1,0,1,2,2,0.666666667,1,0.333333333,1,0
Afram,Male,58,1155,2141,0.71,0,1,1,0,0,0,0,0,NA,1,0,0
Asian,Female,61,908,2141,2.48,1,2,1,0,1,1,1,0.5,1,0.5,0,0
Afram,Male,87,1357,2141,2.56,1,4,0,0,2,4,4,1,1,0,1,1
White,Male,76,1418,2141,0.73,0,2,0,0,1,2,2,1,1,0,0,0
Hispanic,Female,86,1195,2141,1.64,1,4,2,0,1,2,2,0.5,1,0.5,1,0
Asian,Male,71,1332,2141,1.31,1,3,0,0,3,3,3,1,1,0,1,1
Hispanic,Male,87,1245,2141,3.17,1,3,0,0,1,3,3,1,1,0,1,1
Afram,Female,78,1386,2141,3.59,1,2,1,0,0,1,1,0.5,1,0.5,1,0
Hispanic,Male,99,1262,2141,1.69,1,5,0,0,4,5,5,1,1,0,0,1
White,Male,76,1269,2141,3.02,1,4,1,0,2,3,3,0.75,1,0.25,0,1
White,Female,72,1454,2131,3.51,1,4,2,0,1,2,2,0.5,1,0.5,0,0
Afram,Female,70,1536,2141,1.54,1,7,1,0,5,6,6,0.857142857,1,0.142857143,1,1
Hispanic,Female,71,1383,2141,1.67,1,5,2,0,3,3,3,0.6,1,0.4,0,1
Multi,Male,94,1414,2141,3.74,1,4,0,0,2,4,4,1,1,0,0,1
Multi,Male,89,1368,2141,1.53,1,4,0,0,3,4,4,1,1,0,0,1
Multi,Male,64,1440,2141,3.53,1,3,0,0,2,3,3,1,1,0,0,1
Multi,Female,94,1020,2141,3.42,1,3,0,0,1,3,3,1,1,0,1,1
Afram,Female,78,914,2141,3.06,1,3,1,0,1,2,2,0.666666667,1,0.333333333,0,0
White,Male,81,1201,2141,0.52,0,3,0,2,0,1,3,0.333333333,0.333333333,0,0,1
Hispanic,Female,53,1191,2141,0.7,0,2,0,1,1,1,2,0.5,0.5,0,0,0
Asian,Male,70,1386,2141,1.5,1,2,0,0,1,2,2,1,1,0,0,0
Asian,Male,88,1410,2131,3.89,1,4,2,0,0,2,2,0.5,1,0.5,0,0
Asian,Female,100,995,2141,2.69,1,5,0,2,2,3,5,0.6,0.6,0,1,1
Asian,Male,69,1404,2141,1.53,1,4,1,1,0,2,3,0.5,0.666666667,0.25,1,1
Hispanic,Male,80,1333,2141,3.15,1,1,0,0,0,1,1,1,1,0,0,0
Asian,Female,60,1276,2141,3.82,1,1,0,0,0,1,1,1,1,0,0,0
White,Female,60,1424,2141,0.9,1,6,1,1,1,4,5,0.666666667,0.8,0.166666667,0,1
Hispanic,Female,56,1556,2141,1.96,1,3,1,2,0,0,2,0,0,0.333333333,1,0
Afram,Male,71,1082,2141,2.48,1,4,0,2,0,2,4,0.5,0.5,0,0,1
White,Female,70,1598,2141,2.93,1,3,1,0,2,2,2,0.666666667,1,0.333333333,1,0
Multi,Female,92,1034,2141,3.85,1,2,2,0,0,0,0,0,NA,1,1,0
Hispanic,Female,72,1253,2141,2.11,1,2,1,0,0,1,1,0.5,1,0.5,0,0
Asian,Male,94,1196,2131,2.83,1,5,2,0,1,3,3,0.6,1,0.4,1,1
Afram,Male,57,1516,2141,2.59,1,5,1,2,0,2,4,0.4,0.5,0.2,0,1
Asian,Male,72,1100,2141,3.3,1,1,0,1,0,0,1,0,0,0,0,0
Multi,Female,68,1265,2141,3.37,1,2,1,0,1,1,1,0.5,1,0.5,0,0
Afram,Female,55,1291,2141,2.94,1,3,1,1,0,1,2,0.333333333,0.5,0.333333333,1,0
Asian,Female,64,1458,2141,0.7,0,3,0,0,0,3,3,1,1,0,0,1
Hispanic,Male,86,1227,2141,2.35,1,5,1,1,0,3,4,0.6,0.75,0.2,0,1
Afram,Male,89,1391,2141,1.51,1,5,2,2,1,1,3,0.2,0.333333333,0.4,1,1
Asian,Female,60,1490,2141,2.2,1,3,0,3,0,0,3,0,0,0,0,1
Asian,Male,79,1053,2141,1.91,1,8,1,1,2,6,7,0.75,0.857142857,0.125,2,1
Multi,Female,71,1485,2141,0.63,1,4,0,3,0,1,4,0.25,0.25,0,0,1
Afram,Female,97,1383,2131,3.97,1,1,1,0,0,0,0,0,NA,1,0,0
White,Male,86,1562,2141,1.11,1,4,1,1,0,2,3,0.5,0.666666667,0.25,0,1
Asian,Female,88,1143,2141,2.82,1,2,0,1,0,1,2,0.5,0.5,0,0,0
Hispanic,Male,100,984,2141,2.48,1,3,0,1,0,2,3,0.666666667,0.666666667,0,1,1
Asian,Female,100,1086,2141,1.89,1,6,0,3,1,3,6,0.5,0.5,0,0,1
Afram,Female,88,1448,2141,3.54,1,3,0,2,0,1,3,0.333333333,0.333333333,0,2,1
Multi,Male,56,1074,2141,3.62,1,3,1,1,0,1,2,0.333333333,0.5,0.333333333,1,0
Afram,Female,70,902,2141,3.46,1,3,0,2,0,1,3,0.333333333,0.333333333,0,0,1
Asian,Male,78,1341,2141,1.66,1,2,0,0,1,2,2,1,1,0,0,0
Afram,Male,62,1039,2141,2.94,1,6,0,4,2,2,6,0.333333333,0.333333333,0,1,1
Multi,Female,96,1350,2141,3.26,1,4,1,0,2,3,3,0.75,1,0.25,0,1
Asian,Female,79,1097,2141,3.24,1,6,1,2,2,3,5,0.5,0.6,0.166666667,1,1
Afram,Male,73,1142,2141,3.87,1,2,0,0,1,2,2,1,1,0,1,0
Afram,Female,57,982,2141,0.96,1,2,0,1,0,1,2,0.5,0.5,0,1,0
Afram,Male,58,1380,2141,2.24,1,1,0,0,0,1,1,1,1,0,0,0
White,Female,81,1201,2141,3.8,1,4,1,2,1,1,3,0.25,0.333333333,0.25,2,1
White,Female,67,1060,2141,1.88,1,4,3,0,1,1,1,0.25,1,0.75,1,0
Multi,Female,84,1531,2141,2.47,1,4,2,1,1,1,2,0.25,0.5,0.5,0,0
White,Female,92,1014,2141,1.92,1,2,0,1,0,1,2,0.5,0.5,0,0,0
White,Male,88,1310,2141,2.78,1,6,0,2,0,4,6,0.666666667,0.666666667,0,2,1
Hispanic,Male,77,1192,2141,0.68,0,4,1,1,0,2,3,0.5,0.666666667,0.25,0,1
Afram,Female,70,1325,2131,2.12,1,3,0,0,1,3,3,1,1,0,0,1
Hispanic,Male,61,1121,2141,0.63,0,6,1,1,1,4,5,0.666666667,0.8,0.166666667,1,1
Multi,Female,70,968,2141,0.51,1,1,0,1,0,0,1,0,0,0,0,0
White,Male,72,1170,2141,1.45,1,1,0,0,1,1,1,1,1,0,0,0
White,Male,66,1243,2141,3.85,1,2,1,0,1,1,1,0.5,1,0.5,1,0
White,Female,99,1053,2141,3.02,1,5,1,3,0,1,4,0.2,0.25,0.2,0,1
Hispanic,Female,81,1574,2141,0.79,1,4,1,2,0,1,3,0.25,0.333333333,0.25,1,1
Multi,Male,71,1352,2141,1.53,1,6,1,1,1,4,5,0.666666667,0.8,0.166666667,0,1
Afram,Female,96,900,2141,0.89,1,4,0,1,0,3,4,0.75,0.75,0,0,1
White,Male,62,1454,2141,2.7,1,2,0,1,0,1,2,0.5,0.5,0,0,0
Multi,Female,58,1456,2141,3.07,1,3,0,2,0,1,3,0.333333333,0.333333333,0,0,1
Multi,Male,100,1523,2131,1.25,1,3,3,0,0,0,0,0,NA,1,1,0
White,Male,89,1132,2141,1.76,1,4,0,0,2,4,4,1,1,0,0,1
Asian,Female,97,1443,2141,3.68,1,4,0,3,0,1,4,0.25,0.25,0,1,1
Afram,Male,57,1214,2141,2.49,1,3,0,2,1,1,3,0.333333333,0.333333333,0,0,1
Asian,Male,72,1573,2141,2.16,1,4,1,2,0,1,3,0.25,0.333333333,0.25,0,1
Asian,Female,72,1366,2141,2.44,1,2,0,1,0,1,2,0.5,0.5,0,0,0
Afram,Female,74,1244,2141,2.83,1,4,0,1,1,3,4,0.75,0.75,0,2,1
White,Male,80,1004,2141,3.74,1,2,1,0,0,1,1,0.5,1,0.5,1,0
Asian,Male,80,1551,2141,3.66,1,4,2,0,1,2,2,0.5,1,0.5,2,0
Asian,Female,67,1078,2141,1.94,1,5,1,1,1,3,4,0.6,0.75,0.2,0,1
Asian,Male,87,1312,2141,2.43,1,1,0,1,0,0,1,0,0,0,0,0
Asian,Male,72,1515,2131,2.83,1,3,2,0,0,1,1,0.333333333,1,0.666666667,1,0
Afram,Female,82,1125,2141,1.33,1,2,0,1,0,1,2,0.5,0.5,0,0,0
Multi,Male,99,962,2141,3.11,1,5,2,0,1,3,3,0.6,1,0.4,1,1
White,Male,59,1435,2141,2.3,1,2,1,1,0,0,1,0,0,0.5,1,0
White,Female,72,1517,2141,1.04,1,2,0,1,0,1,2,0.5,0.5,0,0,0
Hispanic,Female,74,1291,2141,3.5,1,4,1,2,0,1,3,0.25,0.333333333,0.25,1,1
Afram,Male,75,925,2141,3.77,1,5,2,2,0,1,3,0.2,0.333333333,0.4,0,1
Afram,Female,73,1511,2141,2.52,1,2,1,0,0,1,1,0.5,1,0.5,0,0
Afram,Female,92,1116,2141,3.45,1,4,1,2,1,1,3,0.25,0.333333333,0.25,1,1
Hispanic,Male,93,1290,2141,3.52,1,6,2,1,0,3,4,0.5,0.75,0.333333333,0,1
White,Male,79,1247,2141,1.27,1,2,0,1,1,1,2,0.5,0.5,0,0,0
Hispanic,Male,65,1094,2131,1.96,1,5,2,0,0,3,3,0.6,1,0.4,1,1
Asian,Male,69,1059,2131,0.69,0,5,2,0,0,3,3,0.6,1,0.4,2,1
Afram,Female,77,1337,2141,0.53,0,1,0,0,0,1,1,1,1,0,0,0
Asian,Male,71,985,2141,3.23,1,5,0,0,3,5,5,1,1,0,0,1
Multi,Male,70,1043,2141,3.95,1,2,0,1,1,1,2,0.5,0.5,0,1,0
White,Male,87,1595,2141,3.92,1,3,1,0,0,2,2,0.666666667,1,0.333333333,1,0
Hispanic,Male,80,1328,2141,3.7,1,5,0,1,1,4,5,0.8,0.8,0,1,1
Afram,Male,64,1521,2141,3.03,1,5,2,0,1,3,3,0.6,1,0.4,2,1
Asian,Female,98,1347,2141,2.5,1,5,2,0,1,3,3,0.6,1,0.4,0,1
Multi,Female,98,1258,2141,3.63,1,6,2,3,0,1,4,0.166666667,0.25,0.333333333,1,1
Hispanic,Male,94,1166,2141,3.58,1,6,0,4,1,2,6,0.333333333,0.333333333,0,2,1
Asian,Male,74,1069,2141,1.56,1,5,1,0,1,4,4,0.8,1,0.2,1,1
Multi,Female,75,1101,2131,3.9,1,1,0,0,0,1,1,1,1,0,0,0
Afram,Female,84,1596,2141,0.66,0,3,0,2,0,1,3,0.333333333,0.333333333,0,0,1
Multi,Female,83,1016,2141,1.07,1,2,1,1,0,0,1,0,0,0.5,0,0
Afram,Male,74,971,2141,2.47,1,4,1,0,1,3,3,0.75,1,0.25,0,1
Multi,Male,74,1398,2141,1.64,1,3,2,1,0,0,1,0,0,0.666666667,0,0
Hispanic,Female,82,1470,2141,0.64,0,3,2,0,0,1,1,0.333333333,1,0.666666667,0,0
Afram,Male,81,1464,2141,0.66,0,6,0,3,0,3,6,0.5,0.5,0,1,1
White,Male,91,1589,2141,3.95,1,4,1,1,1,2,3,0.5,0.666666667,0.25,0,1
Multi,Female,62,1354,2141,1.87,1,3,0,1,1,2,3,0.666666667,0.666666667,0,0,1
Asian,Male,89,1308,2141,0.53,0,3,0,2,1,1,3,0.333333333,0.333333333,0,0,1
Afram,Female,71,1201,2141,3.32,1,4,0,1,0,3,4,0.75,0.75,0,0,1
Asian,Female,93,1444,2131,3.19,1,4,2,0,1,2,2,0.5,1,0.5,0,0
Multi,Female,73,1333,2141,3.23,1,3,1,0,0,2,2,0.666666667,1,0.333333333,1,0
White,Male,99,995,2141,0.54,1,3,0,3,0,0,3,0,0,0,0,1
White,Female,72,1347,2141,3.1,1,8,1,4,1,3,7,0.375,0.428571429,0.125,1,1
Afram,Male,60,973,2141,1.33,1,2,0,2,0,0,2,0,0,0,0,0
Multi,Female,87,1280,2141,3.68,1,3,0,1,1,2,3,0.666666667,0.666666667,0,0,1
Multi,Female,80,1092,2141,1.12,1,2,0,1,0,1,2,0.5,0.5,0,0,0
Hispanic,Female,95,1137,2141,1.77,1,4,1,2,1,1,3,0.25,0.333333333,0.25,2,1
Asian,Female,63,1322,2141,2.7,1,4,1,1,0,2,3,0.5,0.666666667,0.25,0,1
Asian,Female,73,994,2141,2.11,1,7,0,3,1,4,7,0.571428571,0.571428571,0,2,1
White,Male,53,1470,2141,0.55,0,5,1,1,2,3,4,0.6,0.75,0.2,0,1
Hispanic,Male,82,1019,2131,2.8,1,2,2,0,0,0,0,0,NA,1,1,0
Multi,Male,72,1496,2141,3.41,1,7,0,2,1,5,7,0.714285714,0.714285714,0,1,1
White,Male,94,969,2141,2.04,1,3,2,0,0,1,1,0.333333333,1,0.666666667,1,0
White,Male,60,952,2141,1.23,1,2,2,0,0,0,0,0,NA,1,1,0
Hispanic,Female,91,1591,2141,3.35,1,4,1,0,1,3,3,0.75,1,0.25,0,1
Hispanic,Female,66,964,2141,1.23,1,1,1,0,0,0,0,0,NA,1,0,0
Hispanic,Female,82,1213,2141,1.05,1,3,1,1,1,1,2,0.333333333,0.5,0.333333333,0,0
Asian,Male,70,1335,2141,1.76,1,4,0,0,2,4,4,1,1,0,3,1
Asian,Male,59,1443,2141,1.11,1,2,2,0,0,0,0,0,NA,1,1,0
Asian,Female,83,1137,2141,2.03,1,4,0,1,1,3,4,0.75,0.75,0,0,1
White,Female,88,920,2141,3.68,1,7,1,3,2,3,6,0.428571429,0.5,0.142857143,0,1
White,Male,75,1062,2131,0.88,1,4,3,0,1,1,1,0.25,1,0.75,0,0
White,Female,56,1447,2141,1.56,1,3,1,1,0,1,2,0.333333333,0.5,0.333333333,0,0
Multi,Female,71,1114,2141,0.78,1,1,0,0,0,1,1,1,1,0,0,0
White,Male,64,1429,2141,2.97,1,4,0,2,0,2,4,0.5,0.5,0,0,1
Hispanic,Female,76,1227,2141,0.79,1,4,0,3,1,1,4,0.25,0.25,0,0,1
Hispanic,Female,80,966,2141,2.96,1,5,1,1,1,3,4,0.6,0.75,0.2,0,1
White,Male,86,1290,2141,3.99,1,3,0,1,0,2,3,0.666666667,0.666666667,0,0,1
White,Female,86,940,2141,3.63,1,3,0,1,1,2,3,0.666666667,0.666666667,0,0,1
Asian,Male,59,1239,2141,1.18,1,4,0,2,1,2,4,0.5,0.5,0,0,1
Afram,Male,78,1080,2141,1.96,1,5,1,2,1,2,4,0.4,0.5,0.2,0,1
Multi,Male,74,1161,2141,1.37,1,4,0,1,1,3,4,0.75,0.75,0,0,1
Hispanic,Female,92,1182,2131,0.93,1,1,1,0,0,0,0,0,NA,1,0,0
White,Female,91,1143,2141,2.1,1,4,0,2,0,2,4,0.5,0.5,0,0,1
Multi,Female,61,1176,2141,0.74,1,3,1,2,0,0,2,0,0,0.333333333,2,0
White,Female,64,1219,2141,2.18,1,2,1,0,1,1,1,0.5,1,0.5,0,0
Afram,Female,95,1263,2141,3.83,1,2,0,0,0,2,2,1,1,0,1,0
Hispanic,Female,67,1132,2141,2.83,1,2,2,0,0,0,0,0,NA,1,0,0
Asian,Male,87,1213,2141,3.58,1,3,0,1,0,2,3,0.666666667,0.666666667,0,0,1
White,Female,73,1446,2141,1.49,1,4,0,2,1,2,4,0.5,0.5,0,0,1
Asian,Female,90,1081,2141,3.62,1,2,0,0,1,2,2,1,1,0,1,0
Multi,Male,72,1030,2141,3.41,1,4,1,2,0,1,3,0.25,0.333333333,0.25,0,1
White,Female,60,1183,2141,1.73,1,3,0,2,0,1,3,0.333333333,0.333333333,0,0,1
Asian,Female,73,1343,2131,2.58,1,4,1,0,2,3,3,0.75,1,0.25,2,1
Hispanic,Female,63,1060,2141,0.83,0,3,1,0,1,2,2,0.666666667,1,0.333333333,2,0
Asian,Female,58,952,2141,2.56,1,3,0,2,1,1,3,0.333333333,0.333333333,0,3,1
White,Male,72,1011,2141,3.08,1,3,0,1,1,2,3,0.666666667,0.666666667,0,1,1
Asian,Female,73,1326,2141,0.71,0,2,0,0,1,2,2,1,1,0,0,0
White,Female,74,1191,2141,3.86,1,3,0,2,0,1,3,0.333333333,0.333333333,0,1,1
Hispanic,Female,84,1280,2141,3.84,1,4,2,2,0,0,2,0,0,0.5,0,0
Asian,Female,56,1296,2141,3.98,1,6,2,1,2,3,4,0.5,0.75,0.333333333,0,1
Afram,Female,86,1062,2141,3.3,1,4,0,3,0,1,4,0.25,0.25,0,0,1
Asian,Female,99,1451,2141,3.04,1,3,0,0,0,3,3,1,1,0,0,1
White,Female,57,982,2141,3.49,1,5,2,0,1,3,3,0.6,1,0.4,3,1
White,Female,99,1033,2131,1.82,1,2,1,0,0,1,1,0.5,1,0.5,0,0
White,Female,81,1389,2141,3.05,1,8,2,2,2,4,6,0.5,0.666666667,0.25,1,1
Asian,Male,83,1495,2141,2.6,1,2,1,1,0,0,1,0,0,0.5,0,0
Afram,Female,67,1286,2141,1.45,1,4,0,3,0,1,4,0.25,0.25,0,0,1
White,Male,78,1267,2141,0.63,0,4,1,1,1,2,3,0.5,0.666666667,0.25,1,1
White,Female,65,925,2141,3.56,1,4,0,2,0,2,4,0.5,0.5,0,1,1
Afram,Female,56,1499,2141,2.62,1,6,2,2,1,2,4,0.333333333,0.5,0.333333333,0,1
Multi,Female,65,1038,2141,2.82,1,3,0,1,0,2,3,0.666666667,0.666666667,0,0,1
White,Male,67,1173,2141,1.16,1,5,1,3,1,1,4,0.2,0.25,0.2,0,1
Asian,Male,80,986,2141,3.02,1,1,0,1,0,0,1,0,0,0,0,0
Hispanic,Male,79,1007,2141,2.66,1,6,2,2,0,2,4,0.333333333,0.5,0.333333333,0,1
White,Female,92,1407,2131,3.98,1,4,1,0,0,3,3,0.75,1,0.25,2,1
White,Female,81,947,2141,0.7,0,6,3,1,1,2,3,0.333333333,0.666666667,0.5,1,1
Asian,Male,74,1189,2141,3.98,1,4,0,1,0,3,4,0.75,0.75,0,0,1
Afram,Female,66,947,2141,0.54,0,4,1,2,1,1,3,0.25,0.333333333,0.25,1,1
Hispanic,Female,90,1546,2141,2.79,1,6,1,1,1,4,5,0.666666667,0.8,0.166666667,1,1
White,Female,68,1402,2141,0.72,1,6,2,3,0,1,4,0.166666667,0.25,0.333333333,0,1
Afram,Female,92,1292,2141,2.78,1,5,2,2,1,1,3,0.2,0.333333333,0.4,3,1
Multi,Female,91,1135,2141,3.27,1,2,0,1,0,1,2,0.5,0.5,0,1,0
Hispanic,Male,96,1266,2141,3.51,1,3,0,1,1,2,3,0.666666667,0.666666667,0,0,1
Afram,Female,75,1275,2141,1.8,0,4,1,1,1,2,3,0.5,0.666666667,0.25,2,1
White,Male,76,1448,2141,2.67,1,3,0,3,0,0,3,0,0,0,1,1
Multi,Male,85,1305,2131,2.72,1,6,4,0,1,2,2,0.333333333,1,0.666666667,1,0
Afram,Female,67,1111,2141,1.59,0,4,0,1,1,3,4,0.75,0.75,0,2,1
White,Female,97,1589,2141,1.46,1,3,0,2,0,1,3,0.333333333,0.333333333,0,0,1
Afram,Female,93,1088,2141,3.63,1,6,0,0,1,6,6,1,1,0,1,1
Asian,Male,57,1246,2141,2.91,1,5,0,3,0,2,5,0.4,0.4,0,1,1
Asian,Male,68,1417,2141,2.35,1,3,1,1,0,1,2,0.333333333,0.5,0.333333333,1,0
White,Male,72,950,2141,0.62,0,4,1,2,0,1,3,0.25,0.333333333,0.25,0,1
Afram,Female,85,1507,2141,3.94,1,3,1,1,1,1,2,0.333333333,0.5,0.333333333,1,0
Asian,Female,83,1571,2141,1.76,1,9,1,3,2,5,8,0.555555556,0.625,0.111111111,0,1
White,Male,99,1317,2141,1.6,1,6,1,1,3,4,5,0.666666667,0.8,0.166666667,0,1
White,Female,81,1597,2141,0.95,1,3,0,1,1,2,3,0.666666667,0.666666667,0,0,1
Afram,Female,89,1376,2131,1.59,1,2,1,0,1,1,1,0.5,1,0.5,0,0
Multi,Female,70,1401,2131,0.92,1,1,1,0,0,0,0,0,NA,1,0,0
White,Female,81,928,2141,3.23,0,2,0,1,1,1,2,0.5,0.5,0,0,0
Multi,Female,82,1064,2141,3.98,1,2,1,0,1,1,1,0.5,1,0.5,0,0
Asian,Female,68,1019,2141,2.59,1,3,1,2,0,0,2,0,0,0.333333333,1,0
Hispanic,Male,87,1174,2141,2.6,1,4,2,1,0,1,2,0.25,0.5,0.5,1,0
White,Male,58,1425,2141,2.26,1,5,1,3,1,1,4,0.2,0.25,0.2,1,1
